CODCET;DATAHORA;PLACA;VELOCIDADE;GCT;LATITUDE;LONGITUDE
0480091110;20190101 00:14:34;-------;33;048;-22.96635;-43.21941
0480091110;20190101 00:14:42;-------;45;048;-22.96635;-43.21941
0480091110;20190101 00:14:48;-------;56;048;-22.96635;-43.21941
0480091110;20190101 00:14:50;-------;56;048;-22.96635;-43.21941
0480091110;20190101 00:16:03;LQS8061;9;048;-22.96635;-43.21941
0480091110;20190101 00:16:04;-------;13;048;-22.96635;-43.21941
0480091110;20190101 00:16:06;KXB9287;23;048;-22.96635;-43.21941
0480091110;20190101 00:16:18;-------;26;048;-22.96635;-43.21941
0480091110;20190101 00:16:29;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:16:32;-------;52;048;-22.96635;-43.21941
0480091110;20190101 00:16:32;-------;29;048;-22.96635;-43.21941
0480091110;20190101 00:18:10;-------;48;048;-22.96635;-43.21941
0480091110;20190101 00:18:13;-------;33;048;-22.96635;-43.21941
0480091110;20190101 00:18:20;-------;34;048;-22.96635;-43.21941
0480091110;20190101 00:18:23;-------;26;048;-22.96635;-43.21941
0480091110;20190101 00:18:35;-------;47;048;-22.96635;-43.21941
0480091110;20190101 00:18:40;-------;49;048;-22.96635;-43.21941
0480091110;20190101 00:18:56;-------;45;048;-22.96635;-43.21941
0480091110;20190101 00:18:58;-------;50;048;-22.96635;-43.21941
0480091110;20190101 00:19:20;-------;0;048;-22.96635;-43.21941
0480091110;20190101 00:20:04;-------;20;048;-22.96635;-43.21941
0480091110;20190101 00:20:15;KOB2899;34;048;-22.96635;-43.21941
0480091110;20190101 00:20:17;-------;41;048;-22.96635;-43.21941
0480091110;20190101 00:20:18;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:20:32;-------;58;048;-22.96635;-43.21941
0480091110;20190101 00:20:33;-------;40;048;-22.96635;-43.21941
0480091110;20190101 00:20:35;-------;53;048;-22.96635;-43.21941
0480091110;20190101 00:20:37;-------;53;048;-22.96635;-43.21941
0480091110;20190101 00:21:01;-------;39;048;-22.96635;-43.21941
0480091110;20190101 00:22:08;-------;40;048;-22.96635;-43.21941
0480091110;20190101 00:22:39;DDU6171;48;048;-22.96635;-43.21941
0480091110;20190101 00:22:40;-------;50;048;-22.96635;-43.21941
0480091110;20190101 00:22:41;-------;23;048;-22.96635;-43.21941
0480091110;20190101 00:22:52;-------;42;048;-22.96635;-43.21941
0480091110;20190101 00:24:19;-------;18;048;-22.96635;-43.21941
0480091110;20190101 00:24:20;TSD8001;15;048;-22.96635;-43.21941
0480091110;20190101 00:24:32;-------;24;048;-22.96635;-43.21941
0480091110;20190101 00:24:34;-------;24;048;-22.96635;-43.21941
0480091110;20190101 00:24:35;LUP5085;45;048;-22.96635;-43.21941
0480091110;20190101 00:24:46;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:26:18;-------;13;048;-22.96635;-43.21941
0480091110;20190101 00:26:29;-------;4;048;-22.96635;-43.21941
0480091110;20190101 00:26:35;-------;53;048;-22.96635;-43.21941
0480091110;20190101 00:26:38;-------;56;048;-22.96635;-43.21941
0480091110;20190101 00:26:39;-------;51;048;-22.96635;-43.21941
0480091110;20190101 00:26:43;-------;50;048;-22.96635;-43.21941
