CODCET;DATAHORA;PLACA;VELOCIDADE;GCT;LATITUDE;LONGITUDE
0480091110;20190101 00:00:02;-------;15;048;-22.96635;-43.21941
0480091110;20190101 00:00:04;LSY8484;17;048;-22.96635;-43.21941
0480091110;20190101 00:00:07;-------;14;048;-22.96635;-43.21941
0480091110;20190101 00:00:22;-------;29;048;-22.96635;-43.21941
0480091110;20190101 00:00:44;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:00:48;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:00:52;-------;39;048;-22.96635;-43.21941
0480091110;20190101 00:00:54;-------;42;048;-22.96635;-43.21941
0480091110;20190101 00:00:59;-------;47;048;-22.96635;-43.21941
0480091110;20190101 00:01:01;-------;48;048;-22.96635;-43.21941
0480091110;20190101 00:02:03;-------;15;048;-22.96635;-43.21941
0480091110;20190101 00:02:09;-------;51;048;-22.96635;-43.21941
0480091110;20190101 00:02:11;-------;51;048;-22.96635;-43.21941
0480091110;20190101 00:02:15;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:02:41;-------;46;048;-22.96635;-43.21941
0480091110;20190101 00:02:50;-------;38;048;-22.96635;-43.21941
0480091110;20190101 00:03:40;-------;26;048;-22.96635;-43.21941
0480091110;20190101 00:04:03;-------;19;048;-22.96635;-43.21941
0480091110;20190101 00:04:26;-------;42;048;-22.96635;-43.21941
0480091110;20190101 00:04:30;-------;42;048;-22.96635;-43.21941
0480091110;20190101 00:05:01;LTZ6438;22;048;-22.96635;-43.21941
0480091110;20190101 00:06:03;-------;16;048;-22.96635;-43.21941
0480091110;20190101 00:06:05;LMD2256;13;048;-22.96635;-43.21941
0480091110;20190101 00:06:14;-------;58;048;-22.96635;-43.21941
0480091110;20190101 00:06:16;-------;64;048;-22.96635;-43.21941
0480091110;20190101 00:06:19;-------;47;048;-22.96635;-43.21941
0480091110;20190101 00:06:22;-------;48;048;-22.96635;-43.21941
0480091110;20190101 00:06:26;-------;36;048;-22.96635;-43.21941
0480091110;20190101 00:06:27;-------;27;048;-22.96635;-43.21941
0480091110;20190101 00:06:28;-------;30;048;-22.96635;-43.21941
0480091110;20190101 00:06:33;-------;44;048;-22.96635;-43.21941
0480091110;20190101 00:06:37;MPO6525;44;048;-22.96635;-43.21941
0480091110;20190101 00:06:40;-------;48;048;-22.96635;-43.21941
0480091110;20190101 00:06:46;-------;36;048;-22.96635;-43.21941
0480091110;20190101 00:06:54;-------;45;048;-22.96635;-43.21941
0480091110;20190101 00:07:03;-------;19;048;-22.96635;-43.21941
0480091110;20190101 00:08:05;LSM6495;16;048;-22.96635;-43.21941
0480091110;20190101 00:08:06;-------;12;048;-22.96635;-43.21941
0480091110;20190101 00:08:09;-------;12;048;-22.96635;-43.21941
0480091110;20190101 00:08:20;-------;34;048;-22.96635;-43.21941
0480091110;20190101 00:08:40;-------;55;048;-22.96635;-43.21941
0480091110;20190101 00:10:03;-------;13;048;-22.96635;-43.21941
0480091110;20190101 00:10:29;-------;50;048;-22.96635;-43.21941
0480091110;20190101 00:10:32;QMR3894;25;048;-22.96635;-43.21941
0480091110;20190101 00:10:35;-------;58;048;-22.96635;-43.21941
0480091110;20190101 00:10:44;-------;35;048;-22.96635;-43.21941
0480091110;20190101 00:10:47;-------;53;048;-22.96635;-43.21941
0480091110;20190101 00:10:51;-------;49;048;-22.96635;-43.21941
0480091110;20190101 00:11:51;-------;14;048;-22.96635;-43.21941
0480091110;20190101 00:13:01;-------;46;048;-22.96635;-43.21941
0480091110;20190101 00:14:09;-------;47;048;-22.96635;-43.21941
0480091110;20190101 00:14:11;-------;46;048;-22.96635;-43.21941
0480091110;20190101 00:14:15;-------;43;048;-22.96635;-43.21941
0480091110;20190101 00:14:30;-------;49;048;-22.96635;-43.21941
